Date,Event,Event Description,Meeting code,Participant Identifier,Participant outside organization,Client type,Organizer email,Product type,Duration,Call rating out of 5,Actor name,IP address,City,Country,Network Round Trip Time Mean In ms,Transport Protocol,Estimated Upload Bandwidth in kbps,Estimated Download Bandwidth in kbps,Audio Receive Packet Loss Max,Audio Receive Packet Loss Mean,Audio Receive Duration,Audio Send Bitrate Mean in kbps,Audio Send Packet Loss Max,Audio Send Packet Loss Mean,Audio Send Duration,Calendar event ID,Conference ID,Network Recv Jitter Mean in ms,Network Recv Jitter Max in ms,Network Send Jitter Mean in ms,Screencast Receive Bitrate Mean in kbps,Screencast Receive FPS Mean,Screencast Receive Long Side Median,Screencast Receive Packet Loss Max,Screencast Receive Packet Loss Mean,Screencast Receive Duration,Screencast Receive Short Side Median,Screencast Send Bitrate Mean in kbps,Screencast Send FPS Mean,Screencast Send Long Side Median,Screencast Send Packet Loss Max,Screencast Send Packet Loss Mean,Screencast Send Duration,Screencast Send Short Side Median,Video Receive FPS Mean,Video Receive Long Side Median,Video Receive Packet Loss Max,Video Receive Packet Loss Mean,Video Receive Duration,Video Receive Short Side Median,Network Congestion Ratio,Video Send Bitrate Mean in kbps,Video Send FPS Mean,Video Send Long Side Median,Video Send Packet Loss Max,Video Send Packet Loss Mean,Video Send Duration,Video Send Short Side Median
"Dec 16, 2021, 8:11:57 AM PST",Endpoint left,The endpoint left a video meeting,ERCBYWJUTU,bgregolottij2@weebly.com,Yes,Web,eubank797@mycompany.co,Google Meet,214,,Brand Gregolotti,234.146.28.112,Saint-Jérôme,Canada,39.0,UDP,555.0,29.0,0.0,0.0,220,10.0,0.0,0.0,220,o51cosn0eqn2eubgm7ur24e5i8,g0NUETc3Z69yFybnk7mcYKIQ,3.0,13.0,5.0,,,,,,0,,,,,,,0,,,,,,0,,0,508.0,22.0,640.0,0.0,0.0,220,360.0
"Dec 16, 2021, 8:11:55 AM PST",Endpoint left,The endpoint left a video meeting,ERCBYWJUTU,cfelmingham79@multiply.com,Yes,PSTN-in,eubank797@mycompany.co,Google Meet,104,,Cherry Felmingham,167.96.43.20,Houston,United States,,,,,0.0,0.0,107,,,,0,o51cosn0eqn2eubgm7ur24e5i8,g0NUETc3Z69yFybnk7mcYKIQ,3.0,6.0,,,,,,,0,,,,,,,0,,,,,,0,,0,,,,,,0,
"Dec 16, 2021, 8:11:32 AM PST",Endpoint left,The endpoint left a video meeting,ERCBYWJUTU,eubank797@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,43,,Anne-marie Eubank,40.81.29.209,Melville,Canada,20.0,UDP,11.0,387.0,0.0,0.0,46,2.0,0.0,0.0,46,o51cosn0eqn2eubgm7ur24e5i8,g0NUETc3Z69yFybnk7mcYKIQ,2.0,8.0,1.0,,,,,,0,,,,,,,0,,24.0,640.0,0.0,0.0,43,360.0,0,,,,,,0,
"Dec 16, 2021, 8:10:26 AM PST",Endpoint left,The endpoint left a video meeting,ERCBYWJUTU,eubank797@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,62,,Anne-marie Eubank,40.81.29.209,Melville,Canada,17.0,UDP,17.0,493.0,0.0,0.0,61,17.0,0.0,0.0,61,o51cosn0eqn2eubgm7ur24e5i8,g0NUETc3Z69yFybnk7mcYKIQ,4.0,12.0,1.0,,,,,,0,,,,,,,0,,24.0,640.0,0.0,0.0,61,360.0,0,,,,,,0,
"Dec 16, 2021, 8:09:13 AM PST",Endpoint left,The endpoint left a video meeting,ERCBYWJUTU,eubank797@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,59,,Anne-marie Eubank,40.81.29.209,Melville,Canada,31.0,UDP,31.0,353.0,0.0,0.0,59,22.0,0.0,0.0,59,o51cosn0eqn2eubgm7ur24e5i8,g0NUETc3Z69yFybnk7mcYKIQ,8.0,23.0,6.0,,,,,,0,,,,,,,0,,22.0,640.0,0.0,0.0,59,360.0,0,,,,,,0,
"Dec 16, 2021, 8:07:21 AM PST",Endpoint left,The endpoint left a video meeting,ERCBYWJUTU,cfelmingham79@multiply.com,Yes,PSTN-in,eubank797@mycompany.co,Google Meet,274,,Cherry Felmingham,167.96.43.20,Houston,United States,,,,,,,0,,,,0,o51cosn0eqn2eubgm7ur24e5i8,m-w8zXQAy3u5sQtHuxHPYKIQ,,,,,,,,,0,,,,,,,0,,,,,,0,,0,,,,,,0,
"Dec 16, 2021, 7:42:09 AM PST",Endpoint left,The endpoint left a video meeting,BGZCFOAJPM,lowing81@mycompany.co,No,Web,lowing81@mycompany.co,Google Meet,2662,,Skyler Lowing,210.124.6.235,Sechelt,Canada,31.0,UDP,1497.0,1517.0,1.0,0.0,2542,20.0,3.0,0.0,2664,7qb2ocfkka9d7g0eavvdpt8abp_20211216T150000Z,CtXopUS3-JZpGyvoVoiDYKIQ,2.0,18.0,5.0,,,,,,0,,,,,,,0,,24.0,1280.0,0.0,0.0,2542,720.0,0,1472.0,23.0,1280.0,2.0,0.0,2661,720.0
"Dec 16, 2021, 7:42:08 AM PST",Endpoint left,The endpoint left a video meeting,BGZCFOAJPM,boddie319@mycompany.co,No,Web,lowing81@mycompany.co,Google Meet,2532,,Glenna Boddie,225.170.208.155,Kansas City,United States,8.0,UDP,1593.0,1588.0,4.0,0.0,2533,26.0,1.0,0.0,2533,7qb2ocfkka9d7g0eavvdpt8abp_20211216T150000Z,CtXopUS3-JZpGyvoVoiDYKIQ,5.0,39.0,0.0,,,,,,0,,,,,,,0,,22.0,1280.0,0.0,0.0,2533,720.0,0,1534.0,24.0,1280.0,0.0,0.0,2533,720.0
"Dec 15, 2021, 5:30:21 PM PST",Endpoint left,The endpoint left a video meeting,QJUSSVUNDE,valett538@mycompany.co,No,Web,valett538@mycompany.co,Google Meet,1806,5.0,Cazzie Valett,135.181.89.139,Montgomery,United States,27.0,UDP,1553.0,1541.0,0.0,0.0,1756,29.0,2.0,0.0,1809,2mpf0ipd1ctdgo8c3ln6vgjebn_20211215T233000Z,c5kunyRmvElM6hMXZ3YjYKIA,2.0,25.0,2.0,,,,,,0,,,,,,,0,,15.0,1280.0,2.0,0.0,1756,720.0,0,1488.0,24.0,1280.0,0.0,0.0,1809,720.0
"Dec 15, 2021, 5:30:20 PM PST",Endpoint left,The endpoint left a video meeting,QJUSSVUNDE,filpo334@mycompany.co,No,Web,valett538@mycompany.co,Google Meet,1754,,Osgood Filpo,196.77.162.203,Cookshire-Eaton,Canada,28.0,UDP,1585.0,1595.0,2.0,0.0,1755,26.0,0.0,0.0,1755,2mpf0ipd1ctdgo8c3ln6vgjebn_20211215T233000Z,c5kunyRmvElM6hMXZ3YjYKIA,3.0,26.0,2.0,,,,,,0,,,,,,,0,,24.0,1280.0,0.0,0.0,1755,720.0,100,1530.0,15.0,1280.0,1.0,0.0,1755,720.0
"Dec 15, 2021, 4:05:48 PM PST",Endpoint left,The endpoint left a video meeting,RWTSFHZWWB,filpo334@mycompany.co,No,Web,filpo334@mycompany.co,Google Meet,306,,Osgood Filpo,196.77.162.203,Cookshire-Eaton,Canada,30.0,UDP,2059.0,11.0,,,0,12.0,1.0,0.0,308,sgh3ifvafgue0e9sq937qns67t_20211216T000000Z,K_Zd7iT2ibNAnpfA-2WiYKIA,,,2.0,,,,,,0,,,,,,,0,,,,,,0,,0,2118.0,15.0,1280.0,0.0,0.0,305,720.0
"Dec 15, 2021, 3:04:57 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,rkealdd@msn.com,Yes,Web,filpo334@mycompany.co,Google Meet,3885,,Roda Keal,22.180.163.28,New York City,United States,27.0,UDP,791.0,1912.0,0.0,0.0,3885,2.0,2.0,0.0,3885,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,5.0,33.0,3.0,124.0,5.0,1440.0,0.0,0.0,784,900.0,,,,,,0,,26.0,640.0,42.0,0.0,3885,360.0,0,765.0,24.0,640.0,1.0,0.0,3885,360.0
"Dec 15, 2021, 3:04:56 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,filpo334@mycompany.co,No,Web,filpo334@mycompany.co,Google Meet,3820,,Osgood Filpo,196.77.162.203,Cookshire-Eaton,Canada,32.0,UDP,770.0,2404.0,2.0,0.0,3825,23.0,2.0,0.0,3825,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,6.0,83.0,3.0,134.0,5.0,1440.0,0.0,0.0,799,900.0,,,,,,0,,26.0,640.0,0.0,0.0,3825,360.0,0,723.0,22.0,640.0,1.0,0.0,3825,360.0
"Dec 15, 2021, 3:04:56 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,dlassellsid@thetimes.co.uk,Yes,iOS,filpo334@mycompany.co,Google Meet,3851,,Durand Lassells,17.38.0.239,Nashville,United States,105.0,UDP,736.0,2530.0,4.0,0.0,3849,17.0,0.0,0.0,3849,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,6.0,41.0,,114.0,5.0,1440.0,0.0,0.0,772,900.0,,,,,,0,,23.0,640.0,1.0,0.0,3767,360.0,0,724.0,30.0,640.0,0.0,0.0,3709,360.0
"Dec 15, 2021, 3:04:55 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,dcoonanbq@example.com,Yes,Web,filpo334@mycompany.co,Google Meet,2418,,Dorene Coonan,14.217.32.81,Dayton,United States,33.0,UDP,898.0,2046.0,1.0,0.0,2424,,,,0,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,5.0,28.0,,0.0,0.0,1440.0,0.0,0.0,677,900.0,,,,,,0,,0.0,640.0,0.0,0.0,2424,360.0,0,423.0,57.0,640.0,,,2424,360.0
"Dec 15, 2021, 3:04:55 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,savrashindb@hao123.com,Yes,PSTN-out,filpo334@mycompany.co,Google Meet,2418,,Sarine Avrashin,106.53.184.110,Chicago,United States,,,,,2.0,0.0,2438,,,,0,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,5.0,34.0,,,,,,,0,,,,,,,0,,,,,,0,,0,,,,,,0,
"Dec 15, 2021, 3:04:55 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,bmothersdaleq9@webs.com,Yes,Web,filpo334@mycompany.co,Google Meet,3816,,Beniamino Mothersdale,193.37.68.187,Dallas,United States,46.0,UDP,812.0,1894.0,2.0,0.0,3715,18.0,0.0,0.0,3715,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,5.0,39.0,1.0,,,,,,0,,171.0,5.0,1440.0,0.0,0.0,83,900.0,26.0,640.0,0.0,0.0,3715,360.0,0,765.0,24.0,640.0,0.0,0.0,3715,360.0
"Dec 15, 2021, 2:40:06 PM PST",Endpoint left,The endpoint left a video meeting,KKMMWVCVVS,boddie319@mycompany.co,No,Web,filpo334@mycompany.co,Google Meet,426,,Glenna Boddie,225.170.208.155,Kansas City,United States,8.0,UDP,172.0,10.0,,,0,9.0,0.0,0.0,428,66g408q0skrbuackorj604lmg4_20211214T193000Z,TcFjXA8cQdxSo5d8N3JDYKIQ,,,0.0,,,,,,0,,,,,,,0,,,,,,0,,0,148.0,24.0,320.0,0.0,0.0,428,180.0
"Dec 15, 2021, 2:24:26 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,dcoonanbq@example.com,Yes,iOS,filpo334@mycompany.co,Google Meet,907,,Dorene Coonan,14.217.32.81,Dayton,United States,32.0,UDP,844.0,909.0,0.0,0.0,907,3.0,2.0,0.0,907,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,5.0,42.0,,165.0,4.0,1440.0,0.0,0.0,111,900.0,,,,,,0,,25.0,320.0,0.0,0.0,872,180.0,0,828.0,30.0,640.0,0.0,0.0,907,360.0
"Dec 15, 2021, 2:09:23 PM PST",Endpoint left,The endpoint left a video meeting,SHRPUJNGMT,dcoonanbq@example.com,Yes,Web,filpo334@mycompany.co,Google Meet,605,,Dorene Coonan,14.217.32.81,Dayton,United States,32.0,UDP,882.0,2107.0,1.0,0.0,551,17.0,,,608,mj3n97ja3hm7tta3poqh6asdo0,yiXdswHm0c62kKQjmsN4YKIQ,6.0,29.0,,,,,,,0,,,,,,,0,,0.0,640.0,0.0,0.0,551,360.0,0,355.0,49.0,640.0,,,608,360.0
"Dec 15, 2021, 1:33:30 PM PST",Endpoint left,The endpoint left a video meeting,ZGBSROJYSZ,baroux970@mycompany.co,No,Web,lowing81@mycompany.co,Google Meet,3847,,Alicea Baroux,242.108.155.162,Cincinnati,United States,24.0,UDP,1506.0,1496.0,2.0,0.0,3650,21.0,2.0,0.0,3848,6qfc5i7plmnucr428f1pssbip1_20211214T203000Z,mQ6I-ptN6sWiX9iTJAKqYKIA,5.0,52.0,2.0,,,,,,0,,,,,,,0,,22.0,1280.0,0.0,0.0,3640,720.0,0,1466.0,24.0,1280.0,2.0,0.0,3846,720.0
"Dec 15, 2021, 1:33:29 PM PST",Endpoint left,The endpoint left a video meeting,ZGBSROJYSZ,lowing81@mycompany.co,No,Web,lowing81@mycompany.co,Google Meet,3640,,Skyler Lowing,210.124.6.235,Sechelt,Canada,36.0,UDP,1572.0,1600.0,2.0,0.0,3641,25.0,2.0,0.0,3641,6qfc5i7plmnucr428f1pssbip1_20211214T203000Z,mQ6I-ptN6sWiX9iTJAKqYKIA,4.0,28.0,6.0,,,,,,0,,,,,,,0,,22.0,1280.0,0.0,0.0,3641,720.0,1,1523.0,23.0,1280.0,2.0,0.0,3641,720.0
"Dec 15, 2021, 1:31:45 PM PST",Endpoint left,The endpoint left a video meeting,QEYEXUEKXX,eubank797@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1811,,Anne-marie Eubank,40.81.29.209,Melville,Canada,22.0,UDP,22.0,845.0,0.0,0.0,1734,13.0,0.0,0.0,1813,56j9o11vk7d1c23i7j4ptjvp9m_20211215T200000Z,jXQOEAhXWSjH_iC329R4YKIQ,0.0,32.0,1.0,,,,,,0,,,,,,,0,,24.0,640.0,0.0,0.0,1726,360.0,0,,,,,,0,
"Dec 15, 2021, 1:31:39 PM PST",Endpoint left,The endpoint left a video meeting,QEYEXUEKXX,boddie319@mycompany.co,No,Web,eubank797@mycompany.co,Google Meet,1723,,Glenna Boddie,225.170.208.155,Kansas City,United States,20.0,UDP,875.0,26.0,0.0,0.0,1724,33.0,0.0,0.0,1724,56j9o11vk7d1c23i7j4ptjvp9m_20211215T200000Z,jXQOEAhXWSjH_iC329R4YKIQ,1.0,24.0,0.0,,,,,,0,,,,,,,0,,,,,,0,,1,826.0,24.0,640.0,0.0,0.0,1724,360.0
"Dec 15, 2021, 1:00:08 PM PST",Endpoint left,The endpoint left a video meeting,ZFJVSYFVAZ,hartland583@mycompany.co,No,Web,boddie319@mycompany.co,Google Meet,1597,,Rahal Hartland,183.134.2.205,Buffalo,United States,42.0,UDP,589.0,1650.0,0.0,0.0,1600,5.0,4.0,0.0,1600,bg634kmt2e3fagd9dv13eopu6s,b7U6OoxZyO4PVJQeq-GxYKIA,13.0,71.0,11.0,,,,,,0,,,,,,,0,,14.0,640.0,0.0,0.0,1600,360.0,0,575.0,10.0,640.0,4.0,0.0,1600,360.0
"Dec 15, 2021, 1:00:08 PM PST",Endpoint left,The endpoint left a video meeting,ZFJVSYFVAZ,mborresiw@nih.gov,Yes,Web,boddie319@mycompany.co,Google Meet,1783,,Menard Borres,100.212.93.51,Boise,United States,37.0,UDP,597.0,1966.0,2.0,0.0,1787,10.0,1.0,0.0,1787,bg634kmt2e3fagd9dv13eopu6s,b7U6OoxZyO4PVJQeq-GxYKIA,4.0,34.0,6.0,,,,,,0,,,,,,,0,,16.0,640.0,1.0,0.0,1787,360.0,0,571.0,20.0,640.0,2.0,0.0,1787,360.0
"Dec 15, 2021, 1:00:08 PM PST",Endpoint left,The endpoint left a video meeting,ZFJVSYFVAZ,marrison249@mycompany.co,No,Web,boddie319@mycompany.co,Google Meet,1766,,Celene Marrison,87.95.43.138,Akron,United States,8.0,UDP,597.0,2065.0,2.0,0.0,1767,3.0,0.0,0.0,1767,bg634kmt2e3fagd9dv13eopu6s,b7U6OoxZyO4PVJQeq-GxYKIA,6.0,35.0,3.0,,,,,,0,,,,,,,0,,16.0,640.0,0.0,0.0,1767,360.0,0,577.0,24.0,640.0,0.0,0.0,1767,360.0
"Dec 15, 2021, 1:00:07 PM PST",Endpoint left,The endpoint left a video meeting,ZFJVSYFVAZ,hlankesterim@storify.com,Yes,Web,boddie319@mycompany.co,Google Meet,1750,,Hal Lankester,66.111.170.254,Jeffersonville,United States,27.0,UDP,612.0,1058.0,1.0,0.0,1758,17.0,2.0,0.0,1758,bg634kmt2e3fagd9dv13eopu6s,b7U6OoxZyO4PVJQeq-GxYKIA,5.0,33.0,1.0,,,,,,0,,,,,,,0,,17.0,320.0,0.0,0.0,1758,180.0,0,566.0,10.0,640.0,7.0,0.0,1758,360.0
"Dec 15, 2021, 1:00:07 PM PST",Endpoint left,The endpoint left a video meeting,ZFJVSYFVAZ,skule189@mycompany.co,No,Web,boddie319@mycompany.co,Google Meet,1604,,Walther Skule,30.69.253.131,Knoxville,United States,40.0,UDP,579.0,2105.0,1.0,0.0,1604,10.0,0.0,0.0,1604,bg634kmt2e3fagd9dv13eopu6s,b7U6OoxZyO4PVJQeq-GxYKIA,5.0,34.0,2.0,,,,,,0,,,,,,,0,,15.0,640.0,0.0,0.0,1604,360.0,0,577.0,24.0,640.0,0.0,0.0,1528,360.0
"Dec 15, 2021, 1:00:07 PM PST",Endpoint left,The endpoint left a video meeting,ZFJVSYFVAZ,boddie319@mycompany.co,No,Web,boddie319@mycompany.co,Google Meet,1802,,Glenna Boddie,225.170.208.155,Kansas City,United States,20.0,UDP,594.0,1473.0,2.0,0.0,1789,13.0,1.0,0.0,1803,bg634kmt2e3fagd9dv13eopu6s,b7U6OoxZyO4PVJQeq-GxYKIA,5.0,30.0,0.0,,,,,,0,,,,,,,0,,15.0,320.0,0.0,0.0,1789,180.0,0,572.0,24.0,640.0,0.0,0.0,1781,360.0
"Dec 15, 2021, 12:55:18 PM PST",Endpoint left,The endpoint left a video meeting,AVHOAGTYWI,hubane913@mycompany.co,No,Web,tumayan996@mycompany.co,Google Meet,1494,,Ezequiel Hubane,175.146.66.38,Milwaukee,United States,46.0,UDP,616.0,587.0,0.0,0.0,1470,31.0,0.0,0.0,1495,2eha3qh1jieppj53bondum2i7t,Gc_MGnx4WbcTDEFtmM6SYKIQ,3.0,37.0,4.0,110.0,5.0,1728.0,2.0,0.0,1407,972.0,,,,,,0,,23.0,1280.0,0.0,0.0,1461,720.0,0,559.0,24.0,640.0,0.0,0.0,1495,360.0
"Dec 15, 2021, 12:55:16 PM PST",Endpoint left,The endpoint left a video meeting,AVHOAGTYWI,tumayan996@mycompany.co,No,Web,tumayan996@mycompany.co,Google Meet,1467,,Irving Tumayan,226.135.170.248,Petrolia,Canada,31.0,UDP,654.0,485.0,0.0,0.0,1273,16.0,0.0,0.0,1273,2eha3qh1jieppj53bondum2i7t,Gc_MGnx4WbcTDEFtmM6SYKIQ,4.0,23.0,2.0,,,,,,0,,152.0,5.0,1728.0,0.0,0.0,197,972.0,24.0,640.0,0.0,0.0,1273,360.0,0,608.0,24.0,640.0,0.0,0.0,1273,360.0
"Dec 15, 2021, 12:32:39 PM PST",Endpoint left,The endpoint left a video meeting,YWEYQHPXPM,tamblingson798@mycompany.co,No,Web,tamblingson798@mycompany.co,Google Meet,1923,,Ileane Tamblingson,56.64.132.235,Bancroft,Canada,60.0,UDP,1459.0,1590.0,2.0,0.0,1926,19.0,5.0,0.0,1926,0vjbml5fmbt6repdmju2c4vtlf_20211214T200000Z,7GrbNpu--ykpfacHAgi1YKIQ,6.0,34.0,10.0,,,,,,0,,,,,,,0,,21.0,1280.0,1.0,0.0,1926,720.0,1,1403.0,24.0,1280.0,15.0,1.0,1926,720.0
"Dec 15, 2021, 12:32:37 PM PST",Endpoint left,The endpoint left a video meeting,YWEYQHPXPM,lowing81@mycompany.co,No,Web,tamblingson798@mycompany.co,Google Meet,1964,,Skyler Lowing,210.124.6.235,Sechelt,Canada,36.0,UDP,1546.0,1375.0,5.0,0.0,1931,26.0,3.0,0.0,1966,0vjbml5fmbt6repdmju2c4vtlf_20211214T200000Z,7GrbNpu--ykpfacHAgi1YKIQ,12.0,60.0,5.0,,,,,,0,,,,,,,0,,21.0,1280.0,0.0,0.0,1931,720.0,0,1502.0,22.0,1280.0,1.0,0.0,1966,720.0
